date,Year_x,State,influenza,Haemophilus influenzae,flu,parainfluenza,H1N1,H7N9,H5N1,H3N2,grippe,gripe,adenovirus,rhinovirus,respiratory syncytial virus,metapneumovirus,Bordetella pertussis,Mycoplasma pneumoniae,pneumonia,bronchitis,H9N2,sinusitis,upper respiratory tract infection,Tamiflu,,,,
7/1/2018,2018,ACT,0,0,4,0,100,28,0,71,0,0,0,0,0,0,0,0,0,0,0,54,0,0,,,,
14/1/2018,2018,ACT,19,0,6,20,0,0,24,0,0,0,38,17,0,0,0,0,0,0,0,19,0,92,,,,
21/1/2018,2018,ACT,0,0,8,0,0,32,0,52,0,47,0,0,0,0,0,0,0,0,0,0,0,90,,,,
28/1/2018,2018,ACT,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
4/2/2018,2018,ACT,0,0,3,0,0,41,0,100,0,0,0,0,0,21,0,0,0,0,0,0,0,0,,,,
11/2/2018,2018,ACT,11,0,8,0,0,54,0,0,0,0,33,0,0,0,0,0,0,18,0,20,0,0,,,,
18/2/2018,2018,ACT,31,0,9,0,0,0,0,0,0,0,0,0,15,27,0,0,70,35,0,0,0,0,,,,
25/2/2018,2018,ACT,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,42,,,,
4/3/2018,2018,ACT,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,35,0,0,,,,
11/3/2018,2018,ACT,0,0,5,23,0,0,0,87,0,0,0,0,15,0,0,0,0,49,0,32,0,0,,,,
18/3/2018,2018,ACT,0,0,9,17,0,0,0,0,0,0,0,0,0,29,0,0,25,0,0,19,0,31,,,,
25/3/2018,2018,ACT,0,0,21,0,0,0,0,0,0,29,0,0,16,0,0,0,0,0,0,0,0,0,,,,
1/4/2018,2018,ACT,16,0,14,0,0,0,17,26,0,0,0,0,0,0,0,0,0,22,0,0,0,0,,,,
8/4/2018,2018,ACT,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,0,48,0,0,,,,
15/4/2018,2018,ACT,19,0,27,19,0,0,0,0,0,0,0,32,44,0,0,0,0,34,0,0,0,26,,,,
22/4/2018,2018,ACT,35,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,,,,
29/4/2018,2018,ACT,0,0,24,0,0,0,0,0,0,0,0,0,17,0,0,0,47,19,0,52,0,0,,,,
6/5/2018,2018,ACT,0,0,22,0,21,0,0,25,0,0,0,0,16,21,0,0,45,0,0,0,0,0,,,,
13/5/2018,2018,ACT,12,0,31,24,0,0,0,0,0,0,0,0,0,0,0,0,84,14,0,0,0,0,,,,
20/5/2018,2018,ACT,11,0,29,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,,,
27/5/2018,2018,ACT,24,0,19,0,0,0,0,70,0,0,0,49,0,0,0,0,37,0,0,30,0,30,,,,
3/6/2018,2018,ACT,16,0,11,0,0,0,0,0,0,27,0,0,0,0,0,0,25,0,0,20,0,0,,,,
10/6/2018,2018,ACT,0,0,10,37,0,0,0,0,0,0,0,0,36,0,0,0,54,0,0,40,0,0,,,,
17/6/2018,2018,ACT,23,0,10,0,0,0,0,0,0,33,26,0,0,0,0,0,0,0,0,0,0,0,,,,
24/6/2018,2018,ACT,28,0,10,0,0,0,0,27,0,35,0,0,0,0,0,0,53,0,0,27,0,0,,,,
1/7/2018,2018,ACT,35,0,14,0,0,0,0,0,0,0,73,100,0,0,0,0,30,0,0,27,0,0,,,,
8/7/2018,2018,ACT,38,0,0,0,0,30,0,0,0,0,0,0,94,0,0,0,28,0,0,0,0,0,,,,
15/7/2018,2018,ACT,0,0,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,,,,
22/7/2018,2018,ACT,16,0,9,100,0,0,0,29,0,0,18,0,0,0,0,0,36,0,0,0,0,0,,,,
29/7/2018,2018,ACT,0,0,8,0,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,,,,
5/8/2018,2018,ACT,12,0,12,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,34,0,0,,,,
12/8/2018,2018,ACT,12,0,10,0,17,58,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,,,,
19/8/2018,2018,ACT,0,0,13,23,0,0,0,0,0,26,0,16,0,0,0,0,29,0,0,0,0,52,,,,
26/8/2018,2018,ACT,0,0,0,20,0,0,19,0,0,0,33,35,0,0,0,0,0,20,0,0,0,0,,,,
2/9/2018,2018,ACT,13,0,15,0,0,0,0,0,0,0,18,0,0,29,0,0,44,0,0,0,0,0,,,,
9/9/2018,2018,ACT,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,,,,
16/9/2018,2018,ACT,23,0,6,0,26,0,0,0,0,0,0,26,0,0,0,0,22,0,0,0,0,0,,,,
23/9/2018,2018,ACT,0,0,0,0,37,0,20,0,0,35,0,0,0,0,0,0,24,0,0,0,0,0,,,,
30/9/2018,2018,ACT,0,0,4,0,0,0,44,0,0,0,0,0,18,48,0,0,0,0,0,24,0,0,,,,
7/10/2018,2018,ACT,20,0,0,0,0,0,0,47,0,0,30,0,0,47,0,0,21,0,0,0,0,23,,,,
14/10/2018,2018,ACT,23,0,8,0,0,0,0,0,0,0,56,36,0,0,0,0,0,16,0,0,0,0,,,,
21/10/2018,2018,ACT,0,0,6,0,0,0,0,0,0,0,0,35,0,92,0,0,0,0,0,0,0,0,,,,
28/10/2018,2018,ACT,0,0,0,0,0,0,0,24,0,29,0,35,0,0,0,0,0,0,0,0,0,0,,,,
4/11/2018,2018,ACT,0,0,5,0,0,0,35,0,0,62,0,0,24,0,0,0,35,0,0,34,0,0,,,,
11/11/2018,2018,ACT,0,0,3,0,0,0,24,0,0,0,0,0,19,0,0,0,48,0,0,0,0,0,,,,
18/11/2018,2018,ACT,0,0,5,28,0,0,28,0,0,0,0,17,0,0,0,0,26,0,0,0,0,0,,,,
25/11/2018,2018,ACT,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2/12/2018,2018,ACT,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,71,0,0,0,0,40,,,,
9/12/2018,2018,ACT,0,0,5,0,0,0,17,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,,,,
16/12/2018,2018,ACT,23,0,7,0,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
23/12/2018,2018,ACT,22,0,0,0,52,0,0,0,0,0,68,47,0,0,0,0,0,24,0,0,0,0,,,,
30/12/2018,2018,ACT,0,0,0,0,0,43,0,0,0,61,0,0,0,56,0,0,0,0,0,30,0,0,,,,
6/1/2019,2019,ACT,0,0,6,0,0,33,39,0,0,0,0,0,0,0,0,0,33,16,0,20,0,0,,,,
13/1/2019,2019,ACT,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20/1/2019,2019,ACT,0,0,8,19,0,0,0,0,0,26,0,0,0,0,0,0,30,17,0,32,0,39,,,,
27/1/2019,2019,ACT,0,0,0,0,53,0,37,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,,,
3/2/2019,2019,ACT,42,0,10,0,0,0,0,75,0,0,0,32,0,0,0,0,0,0,0,36,0,0,,,,
10/2/2019,2019,ACT,16,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,38,0,0,0,0,0,,,,
17/2/2019,2019,ACT,20,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,0,0,,,,
24/2/2019,2019,ACT,0,0,6,0,35,0,0,0,0,28,0,22,0,0,0,0,20,31,0,0,0,0,,,,
3/3/2019,2019,ACT,0,0,10,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10/3/2019,2019,ACT,0,0,7,0,0,0,0,0,0,0,22,25,0,19,0,0,38,18,0,0,0,0,,,,
17/3/2019,2019,ACT,19,0,11,0,0,0,27,0,0,0,0,0,0,0,0,0,31,15,0,0,0,0,,,,
24/3/2019,2019,ACT,15,0,18,0,0,0,0,0,0,43,0,0,0,22,0,0,29,0,0,0,0,0,,,,
31/3/2019,2019,ACT,17,0,32,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,0,0,0,,,,
7/4/2019,2019,ACT,0,0,28,0,0,0,0,68,0,21,25,0,0,0,0,0,38,0,0,39,0,31,,,,
14/4/2019,2019,ACT,20,0,14,0,0,0,0,0,0,0,0,20,0,23,0,0,26,21,0,0,0,30,,,,
21/4/2019,2019,ACT,0,0,20,0,0,0,0,0,0,0,25,0,0,81,0,0,0,0,0,21,0,0,,,,
28/4/2019,2019,ACT,0,0,34,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5/5/2019,2019,ACT,20,0,37,0,0,0,24,0,0,0,0,0,0,0,0,0,26,23,0,0,0,39,,,,
12/5/2019,2019,ACT,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,21,0,0,,,,
19/5/2019,2019,ACT,0,0,42,0,0,0,0,0,0,0,0,22,0,0,0,0,72,0,0,0,0,0,,,,
26/5/2019,2019,ACT,15,0,35,0,18,0,0,33,0,0,38,0,0,0,0,0,57,0,0,0,0,0,,,,
2/6/2019,2019,ACT,29,0,19,0,0,0,32,0,0,0,0,0,0,0,0,0,49,65,0,0,0,0,,,,
9/6/2019,2019,ACT,32,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,0,0,0,0,,,,
16/6/2019,2019,ACT,0,0,23,23,0,0,0,0,0,0,50,0,0,0,0,0,55,36,0,0,0,0,,,,
23/6/2019,2019,ACT,30,0,22,32,0,0,0,86,0,0,0,0,26,0,0,0,0,0,0,0,0,0,,,,
30/6/2019,2019,ACT,55,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,24,,,,
7/7/2019,2019,ACT,48,0,25,0,24,0,0,0,0,0,44,0,20,0,0,0,39,0,0,0,0,0,,,,
14/7/2019,2019,ACT,38,0,18,0,0,0,0,0,0,42,47,0,28,24,0,0,31,19,0,0,0,0,,,,
21/7/2019,2019,ACT,45,0,18,31,0,0,0,37,0,0,0,0,0,0,0,0,0,40,0,0,0,0,,,,
28/7/2019,2019,ACT,51,0,14,0,0,0,0,75,0,0,0,0,0,100,0,0,51,0,0,0,0,0,,,,
4/8/2019,2019,ACT,41,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,,,,
11/8/2019,2019,ACT,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
18/8/2019,2019,ACT,23,0,12,0,0,0,0,0,0,0,0,29,0,25,0,0,24,0,0,0,0,0,,,,
25/8/2019,2019,ACT,18,0,15,0,0,0,0,27,0,41,0,29,0,0,0,0,25,14,0,22,0,53,,,,
1/9/2019,2019,ACT,21,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,20,0,0,,,,
8/9/2019,2019,ACT,0,0,8,0,0,64,0,0,0,0,0,0,29,0,0,0,71,49,0,36,0,0,,,,
15/9/2019,2019,ACT,0,0,8,19,0,0,18,0,0,0,0,0,0,0,0,0,34,0,0,0,0,22,,,,
22/9/2019,2019,ACT,26,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,
29/9/2019,2019,ACT,0,0,10,49,45,0,24,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,,,,
6/10/2019,2019,ACT,25,0,6,0,0,0,0,30,0,39,0,0,0,0,0,0,0,46,0,0,0,35,,,,
13/10/2019,2019,ACT,15,0,0,0,0,0,0,0,0,0,16,0,37,0,0,0,0,0,0,0,0,23,,,,
20/10/2019,2019,ACT,11,0,0,0,0,0,14,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,
27/10/2019,2019,ACT,13,0,7,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,,,,
3/11/2019,2019,ACT,21,0,6,0,0,32,15,0,0,0,20,0,0,52,0,0,51,0,0,21,0,0,,,,
10/11/2019,2019,ACT,0,0,7,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,,,,
17/11/2019,2019,ACT,0,0,0,0,0,33,18,86,0,0,23,0,0,0,0,0,37,0,0,0,0,0,,,,
24/11/2019,2019,ACT,0,0,7,28,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0,0,0,0,,,,
1/12/2019,2019,ACT,0,0,9,0,0,0,0,79,0,0,0,0,18,0,0,0,24,15,0,31,0,0,,,,
8/12/2019,2019,ACT,0,0,4,22,0,0,0,0,0,51,0,0,0,0,0,0,0,22,0,0,0,0,,,,
15/12/2019,2019,ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,,,,
22/12/2019,2019,ACT,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,34,0,0,0,0,0,,,,
29/12/2019,2019,ACT,24,0,5,0,0,0,21,36,0,37,0,0,0,0,0,0,0,40,0,0,0,0,,,,
5/1/2020,2020,ACT,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,19,0,0,,,,
12/1/2020,2020,ACT,56,0,4,0,0,0,0,36,0,0,0,0,0,0,0,0,46,0,0,0,0,0,,,,
19/1/2020,2020,ACT,26,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,61,,,,
26/1/2020,2020,ACT,51,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,,,,
2/2/2020,2020,ACT,46,0,23,50,0,0,25,0,0,0,51,0,25,0,0,0,0,0,0,32,0,0,,,,
9/2/2020,2020,ACT,42,0,10,0,0,23,0,0,0,0,0,78,0,0,0,0,38,0,0,0,0,0,,,,
16/2/2020,2020,ACT,0,0,9,0,86,0,0,0,0,0,0,0,0,24,0,0,21,0,0,0,0,0,,,,
23/2/2020,2020,ACT,0,0,30,0,19,0,0,0,0,0,0,0,0,0,0,0,53,36,0,0,0,24,,,,
1/3/2020,2020,ACT,47,0,47,0,0,0,0,34,0,24,53,0,0,0,0,0,70,0,0,16,0,62,,,,
8/3/2020,2020,ACT,44,0,66,17,0,0,0,0,0,0,0,0,0,0,0,0,58,25,0,26,0,45,,,,
15/3/2020,2020,ACT,59,0,100,16,49,0,0,28,0,0,0,0,33,25,0,0,70,28,0,25,0,39,,,,
22/3/2020,2020,ACT,47,0,82,0,14,0,29,0,0,0,0,17,0,0,0,0,60,13,0,0,0,0,,,,
29/3/2020,2020,ACT,47,0,74,0,0,26,0,0,0,17,0,0,0,0,0,0,33,0,0,0,0,53,,,,
5/4/2020,2020,ACT,20,0,62,0,0,0,19,0,0,0,0,0,0,19,0,0,45,0,0,14,0,20,,,,
12/4/2020,2020,ACT,0,0,54,0,0,25,21,0,0,0,15,0,0,0,0,0,0,0,0,0,0,25,,,,
19/4/2020,2020,ACT,30,0,54,0,0,0,0,0,0,0,0,22,0,0,0,0,19,0,0,18,0,0,,,,
26/4/2020,2020,ACT,21,0,36,0,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,,,,
3/5/2020,2020,ACT,20,0,38,31,0,0,0,0,0,0,33,0,0,0,0,0,0,15,0,0,0,0,,,,
10/5/2020,2020,ACT,49,0,37,0,0,0,0,0,0,0,21,26,16,0,0,0,24,0,0,0,0,0,,,,
17/5/2020,2020,ACT,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,34,0,33,,,,
24/5/2020,2020,ACT,13,0,12,20,0,0,0,0,0,43,28,0,15,0,0,0,28,22,0,15,0,0,,,,
31/5/2020,2020,ACT,14,0,26,0,0,44,0,0,0,0,0,0,0,0,0,0,22,41,0,22,0,17,,,,
7/6/2020,2020,ACT,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,49,,,,
14/6/2020,2020,ACT,0,0,9,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,21,,,,
21/6/2020,2020,ACT,22,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,32,0,0,,,,
28/6/2020,2020,ACT,0,0,16,0,0,0,0,0,0,0,0,66,0,0,0,0,18,0,0,0,0,0,,,,
5/7/2020,2020,ACT,24,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,91,,,,
12/7/2020,2020,ACT,0,0,11,0,21,0,0,0,0,0,28,0,18,0,0,0,0,0,0,17,0,0,,,,
19/7/2020,2020,ACT,0,0,12,0,0,0,41,0,0,26,0,0,0,0,0,0,27,0,0,0,0,46,,,,
26/7/2020,2020,ACT,0,0,16,25,0,66,0,0,0,0,0,0,0,0,0,0,30,0,0,32,0,0,,,,
2/8/2020,2020,ACT,0,0,16,0,36,0,0,0,0,0,0,31,0,0,0,0,0,0,0,27,0,0,,,,
9/8/2020,2020,ACT,25,0,13,0,0,0,32,0,0,0,0,0,0,0,0,0,27,45,0,0,0,0,,,,
16/8/2020,2020,ACT,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,,,,
23/8/2020,2020,ACT,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,
30/8/2020,2020,ACT,0,0,10,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6/9/2020,2020,ACT,19,0,6,34,16,0,0,48,0,19,0,0,0,18,0,0,40,0,0,42,0,0,,,,
13/9/2020,2020,ACT,17,0,6,0,0,0,0,26,0,0,0,24,0,30,0,0,0,0,0,100,0,0,,,,
20/9/2020,2020,ACT,0,0,10,0,0,0,0,0,0,0,15,23,21,0,0,0,19,0,0,38,0,0,,,,
27/9/2020,2020,ACT,0,0,4,0,0,0,0,0,0,56,0,0,22,0,0,0,46,40,0,0,0,0,,,,
4/10/2020,2020,ACT,15,0,12,82,0,0,0,29,0,70,0,0,0,0,0,0,37,68,0,19,0,0,,,,
11/10/2020,2020,ACT,34,0,7,0,0,0,0,0,0,0,0,0,0,69,0,0,33,0,0,0,0,0,,,,
18/10/2020,2020,ACT,0,0,9,58,31,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,,
25/10/2020,2020,ACT,12,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,84,0,0,0,0,0,,,,
1/11/2020,2020,ACT,0,0,10,0,0,0,32,62,0,0,58,0,0,36,0,0,33,0,0,46,0,0,,,,
8/11/2020,2020,ACT,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
15/11/2020,2020,ACT,17,0,12,0,0,0,0,0,0,0,30,0,50,0,0,0,54,25,0,21,0,0,,,,
22/11/2020,2020,ACT,0,0,8,0,0,0,50,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,,,,
29/11/2020,2020,ACT,27,0,11,0,0,0,100,33,0,0,0,0,0,0,0,0,47,0,0,0,0,0,,,,
6/12/2020,2020,ACT,29,0,9,0,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
13/12/2020,2020,ACT,0,0,6,0,0,29,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,,,,
20/12/2020,2020,ACT,15,0,11,27,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,36,0,0,,,,
27/12/2020,2020,ACT,0,0,11,0,0,0,21,63,0,0,0,0,0,0,0,0,73,0,0,0,0,0,,,,
3/1/2021,2021,ACT,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,
10/1/2021,2021,ACT,22,0,10,0,0,0,49,0,0,0,0,0,0,0,0,0,20,0,0,19,0,0,,,,
17/1/2021,2021,ACT,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,,,
24/1/2021,2021,ACT,12,0,22,0,0,62,0,33,0,0,0,0,0,0,0,0,0,27,0,0,0,0,,,,
31/1/2021,2021,ACT,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,42,0,0,,,,
7/2/2021,2021,ACT,0,0,6,0,0,0,0,0,0,27,0,0,0,0,0,0,33,0,0,0,0,0,,,,
14/2/2021,2021,ACT,28,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0,27,,,,
21/2/2021,2021,ACT,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,,,,
28/2/2021,2021,ACT,0,0,4,0,0,0,0,44,0,29,0,0,0,28,0,0,38,37,0,38,0,0,,,,
7/3/2021,2021,ACT,16,0,3,0,21,0,0,35,0,26,0,36,0,0,0,0,0,0,0,29,0,0,,,,
14/3/2021,2021,ACT,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,0,,,,
21/3/2021,2021,ACT,0,0,8,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,,,,
28/3/2021,2021,ACT,20,0,17,42,0,0,0,0,0,0,0,0,0,0,0,0,45,33,0,0,0,0,,,,
4/4/2021,2021,ACT,0,0,31,0,23,0,0,0,0,0,0,0,0,0,0,0,43,18,0,20,0,0,,,,
11/4/2021,2021,ACT,38,0,25,0,32,0,0,0,0,0,0,0,36,0,0,0,0,0,0,23,0,0,,,,
18/4/2021,2021,ACT,0,0,23,92,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,37,0,0,,,,
25/4/2021,2021,ACT,21,0,25,0,51,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,0,,,,
2/5/2021,2021,ACT,0,0,30,0,0,30,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,,,,
9/5/2021,2021,ACT,33,0,20,0,0,0,0,0,0,49,0,0,20,0,0,0,0,42,0,0,0,26,,,,
16/5/2021,2021,ACT,0,0,29,0,0,0,0,0,0,51,0,0,0,0,0,0,32,0,0,0,0,25,,,,
23/5/2021,2021,ACT,0,0,22,0,0,30,43,0,0,24,100,0,0,0,0,0,23,36,0,20,0,0,,,,
30/5/2021,2021,ACT,100,0,27,25,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,40,,,,
6/6/2021,2021,ACT,0,0,19,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,24,0,41,,,,
13/6/2021,2021,ACT,0,0,12,0,0,0,0,50,0,70,23,0,0,0,0,0,22,0,0,55,0,0,,,,
20/6/2021,2021,ACT,15,0,11,0,0,0,0,0,0,0,63,0,19,0,0,0,0,0,0,0,0,41,,,,
27/6/2021,2021,ACT,0,0,20,0,0,0,0,0,0,0,28,26,0,0,0,0,25,0,0,0,0,0,,,,
4/7/2021,2021,ACT,0,0,13,0,0,0,0,43,0,0,0,28,39,0,0,0,25,0,0,0,0,0,,,,
11/7/2021,2021,ACT,0,0,7,0,0,38,24,0,0,78,39,0,100,21,0,0,28,20,0,0,0,0,,,,
18/7/2021,2021,ACT,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,58,100,0,0,0,25,,,,
25/7/2021,2021,ACT,20,0,14,0,0,24,0,0,0,20,50,0,41,0,0,0,0,0,0,0,0,0,,,,
1/8/2021,2021,ACT,0,0,13,0,46,0,0,0,0,0,53,20,0,0,0,0,0,0,0,0,0,0,,,,
8/8/2021,2021,ACT,11,0,15,0,0,41,0,0,0,0,37,0,0,0,0,0,51,15,0,0,0,0,,,,
15/8/2021,2021,ACT,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,,,,
22/8/2021,2021,ACT,38,0,27,0,0,35,20,0,0,0,52,0,0,0,0,0,50,0,0,0,0,0,,,,
29/8/2021,2021,ACT,0,0,7,0,0,0,35,0,0,0,0,37,0,29,0,0,0,0,0,24,0,0,,,,
5/9/2021,2021,ACT,15,0,13,0,0,0,0,0,0,0,41,0,0,0,0,0,31,0,0,0,0,0,,,,
12/9/2021,2021,ACT,12,0,9,0,0,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,0,0,,,,
19/9/2021,2021,ACT,12,0,13,0,0,0,0,0,0,88,0,27,0,30,0,0,0,0,0,0,0,92,,,,
26/9/2021,2021,ACT,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,,,
3/10/2021,2021,ACT,0,0,9,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,,,
10/10/2021,2021,ACT,0,0,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,37,,,,
17/10/2021,2021,ACT,0,0,0,0,0,55,0,87,0,0,0,28,0,0,0,0,0,0,0,0,0,0,,,,
24/10/2021,2021,ACT,29,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
31/10/2021,2021,ACT,0,0,3,0,0,0,0,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7/11/2021,2021,ACT,0,0,0,0,0,0,47,0,0,0,49,0,30,45,0,0,0,16,0,0,0,0,,,,
14/11/2021,2021,ACT,12,0,6,0,23,0,22,0,0,0,0,34,70,0,0,0,0,0,0,0,0,0,,,,
21/11/2021,2021,ACT,0,0,12,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,20,0,34,,,,
28/11/2021,2021,ACT,0,0,0,0,0,32,0,0,0,0,33,0,25,0,0,0,31,0,0,0,0,40,,,,
5/12/2021,2021,ACT,17,0,0,0,23,0,0,0,0,0,0,46,18,0,0,0,0,0,0,0,0,0,,,,
12/12/2021,2021,ACT,14,0,9,0,0,41,0,40,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,,
19/12/2021,2021,ACT,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
26/12/2021,2021,ACT,0,0,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2/1/2022,2022,ACT,19,0,19,0,28,0,0,0,0,0,23,41,0,31,0,0,39,0,0,0,0,0,,,,
9/1/2022,2022,ACT,0,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,21,0,0,0,0,92,,,,
16/1/2022,2022,ACT,47,0,11,0,0,0,20,0,0,0,43,0,28,0,0,0,21,0,0,0,0,0,,,,
23/1/2022,2022,ACT,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,53,0,0,,,,
30/1/2022,2022,ACT,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,23,,,,
6/2/2022,2022,ACT,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,,,,
13/2/2022,2022,ACT,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,29,,,,
20/2/2022,2022,ACT,0,0,4,0,0,0,0,0,0,0,13,17,0,0,0,0,35,0,0,21,0,68,,,,
27/2/2022,2022,ACT,0,0,3,0,0,0,13,18,0,0,0,30,11,0,0,0,0,0,0,0,0,0,,,,
6/3/2022,2022,ACT,0,0,9,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,,,
13/3/2022,2022,ACT,0,0,9,0,0,0,17,20,0,0,27,0,0,0,0,0,0,14,0,50,0,17,,,,
20/3/2022,2022,ACT,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,,,,
27/3/2022,2022,ACT,12,0,19,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,,,,
3/4/2022,2022,ACT,26,0,30,15,0,26,0,0,0,0,17,33,0,0,0,0,27,0,0,0,0,0,,,,
10/4/2022,2022,ACT,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,,
